id,hotel_name,region,latitude,longitude,accommodation_type,cost,minimum_nights,number_of_reviews,reviews_per_month,owner_id,owned_hotels,yearly_availability
30013,Saint SHERMIN bed breakfast champagne,Manhattan,40.82748,-73.95083,Entire home/apt,65,4,10,0.6,171660157,1,0
39814,The Wittmore Adults Only,Manhattan,40.76042,-73.97504,Shared room,1075,1,4,0.61,26556695,6,1
660,Le Meridien Vienna,Manhattan,40.81068,-73.94288,Private room,125,1,11,0.12,1313306,2,1
48089,The College Hotel,Manhattan,40.76943,-73.95608,Shared room,165,1,1,1,271391063,1,0
16325,Hotel Roemer Amsterdam,Brooklyn,40.67433,-73.94243,Entire home/apt,40,5,119,3.16,73124477,2,0
44607,Hotel mbit Barcelona,Brooklyn,40.67944,-73.91635,Shared room,125,1,1,0.45,114828297,1,0
12688,Catalonia Eixample 1864,Brooklyn,40.68968,-73.95213,Shared room,250,1,11,0.32,68890,3,1
9176,Negresco Princess 4 Sup,Brooklyn,40.64574,-73.90781,Private room,600,7,0,,36579485,3,1
1028,Petit Palace Barcelona,Manhattan,40.7559,-73.99469,Private room,325,30,18,0.21,2108853,1,1
12966,Roger de Ll ria,Bronx,40.81192,-73.90949,Private room,64,3,36,0.84,20271650,1,0
32404,Hotel Garbi Millenni,Brooklyn,40.67568,-73.91809,Private room,60,2,0,,161314694,1,1
42058,Vincci Gala,Manhattan,40.7718,-73.99421,Entire home/apt,170,1,4,1.01,10219283,1,0
43477,Catalonia Square 4 Sup,Brooklyn,40.68694,-73.97435,Entire home/apt,104,2,7,3.33,4128255,1,0
2304,H10 Universitat,Manhattan,40.71744,-73.99718,Entire home/apt,85,3,37,0.58,3211592,1,0
38998,Bcn Urban Hotels Gran Rosellon,Manhattan,40.76287,-73.98073,Private room,699,2,0,,227836627,1,1
19485,Gallery Hotel,Brooklyn,40.70953,-73.96445,Entire home/apt,190,5,18,0.57,6521189,1,0
1945,Hotel Omm,Manhattan,40.84764,-73.93875,Private room,100,1,31,0.4,4444170,1,1
41776,Ayre Hotel Rosell n,Brooklyn,40.68116,-73.94738,Private room,400,1,5,1.23,180008916,2,0
42632,Evenia Rossello,Manhattan,40.73508,-74.00004,Entire home/apt,204,4,3,1.36,28770493,1,0
27675,Hotel Imlauer Wien,Bronx,40.88688,-73.84789,Private room,70,2,5,1.16,158344372,1,1
3318,Hotel Nestroy Wien,Brooklyn,40.71871,-73.96456,Private room,350,5,0,,4139790,1,1
42041,Hotel Lam e,Manhattan,40.72844,-73.98296,Entire home/apt,115,3,1,0.25,776290,1,0
14177,Crowne Plaza London Docklands,Manhattan,40.83117,-73.94281,Private room,200,1,3,0.38,25461543,2,1
37912,K K Palais Hotel,Manhattan,40.82437,-73.95177,Entire home/apt,95,1,51,6.95,15238188,1,0
25439,Radisson Blu Hotel Amsterdam,Manhattan,40.80419,-73.94792,Private room,65,1,1,0.16,140641026,1,1
24727,Catalonia Rigoletto,Manhattan,40.75083,-73.97271,Entire home/apt,325,3,21,0.89,140433041,1,0
25807,Hotel Neri,Brooklyn,40.61765,-74.03406,Private room,125,9,0,,147668954,1,1
7770,Capri by Fraser Barcelona,Brooklyn,40.72232,-73.9434,Entire home/apt,110,2,248,4.82,29739883,2,0
28159,Hotel Espa a Ramblas,Manhattan,40.76321,-73.98775,Entire home/apt,160,5,5,0.27,50414933,1,0
37510,Abba Garden,Brooklyn,40.70343,-73.94894,Entire home/apt,149,6,7,0.96,4858280,1,0
4419,Zenit Barcelona,Manhattan,40.85719,-73.93573,Private room,185,2,34,0.56,7629544,1,1
4940,Hyatt Regency Amsterdam,Manhattan,40.72454,-73.97836,Entire home/apt,145,1,358,5.96,17820464,1,0
794,Austria Trend Hotel Schloss Wilhelminenberg Wien,Brooklyn,40.71422,-73.9484,Entire home/apt,100,19,5,0.06,524730,2,0
8950,Copthorne Tara Hotel London Kensington,Manhattan,40.72148,-73.98235,Entire home/apt,244,2,22,0.45,29480685,1,0
35348,Courtyard by Marriott Vienna Schoenbrunn,Queens,40.67324,-73.7957,Private room,34,5,2,0.23,8814258,7,1
22,Arthotel ANA Prime,Brooklyn,40.67989,-73.97798,Shared room,80,1,39,0.37,22486,6,1
34375,Fletcher Hotel Amsterdam,Brooklyn,40.70757,-73.94466,Shared room,86,2,23,2.18,189646908,3,1
38471,Austria Trend Hotel Park Royal Palace Vienna,Manhattan,40.86184,-73.92757,Private room,65,5,2,0.32,157141199,2,1
25198,Falkensteiner Hotel Wien Zentrum Schottenfeld,Brooklyn,40.69786,-73.91362,Entire home/apt,50,20,3,0.13,22645955,1,0
20203,Hilton Vienna Plaza,Brooklyn,40.69501,-73.93363,Entire home/apt,25,2,50,1.65,1538057,1,0
29352,Palais Hansen Kempinski Vienna,Manhattan,40.80686,-73.93822,Shared room,50,1,13,0.81,7831209,10,1
11397,Hotel de France Wien,Brooklyn,40.68313,-73.96165,Private room,105,1,54,1.19,10549906,1,1
20439,Grand Ferdinand Vienna Your Hotel In The City Center,Brooklyn,40.64538,-73.94863,Private room,36,30,2,0.07,27977412,4,1
28029,Hotel Am Schubertring,Brooklyn,40.70591,-73.92916,Entire home/apt,66,2,48,2.6,427019,2,0
29604,The Ritz Carlton Vienna,Staten Island,40.56033,-74.18259,Entire home/apt,75,1,20,1.55,167595532,1,0
36050,Hotel K nig von Ungarn,Brooklyn,40.71953,-73.96401,Private room,70,2,14,1.52,17486626,2,0
19454,Hotel Domizil,Manhattan,40.74244,-73.99781,Entire home/apt,200,3,41,1.24,1098809,1,0
19542,Hotel Capricorno,Manhattan,40.75954,-73.96099,Private room,163,30,0,,76104209,33,1
35730,Hotel Advance,Queens,40.74403,-73.92147,Entire home/apt,65,2,64,6.34,214095681,2,0
18366,Derag Livinghotel Kaiser Franz Joseph Vienna,Brooklyn,40.71494,-73.94652,Shared room,200,90,4,0.4,23266322,1,1
45691,Room Mate Giulia,Queens,40.7261,-73.72173,Private room,75,1,0,,263090455,1,1
38971,Simm s Hotel,Manhattan,40.82071,-73.95359,Private room,34,1,17,2.33,6407054,3,0
10953,Hotel Esther a,Brooklyn,40.66999,-73.94735,Private room,160,2,2,0.04,16954469,1,1
36412,Hotel Royal,Queens,40.74029,-73.95927,Shared room,119,1,2,0.26,213781715,33,1
23827,Sloane Square Hotel,Staten Island,40.62398,-74.10801,Private room,200,3,0,,134672751,1,1
46621,Best Western Plus Hotel Blue Square,Manhattan,40.72671,-73.97986,Private room,450,1,0,,62664257,1,1
32544,Austria Trend Hotel Ananas Wien,Brooklyn,40.68494,-73.9885,Private room,1333,50,0,,75110137,1,1
24586,Hotel Zeitgeist Vienna Hauptbahnhof,Brooklyn,40.73599,-73.95604,Entire home/apt,170,2,12,0.53,28307663,1,0
1383,AZIMUT Hotel Vienna,Queens,40.6916,-73.73323,Private room,45,3,0,,2979607,2,1
39685,Hilton London Canary Wharf,Manhattan,40.74103,-73.97451,Private room,180,4,2,0.56,11510329,1,0
12905,Grange Holborn Hotel,Brooklyn,40.68786,-73.95019,Entire home/apt,65,5,10,0.49,46256682,1,0
26512,WestCord Art Hotel Amsterdam 4 stars,Manhattan,40.73223,-74.00489,Entire home/apt,150,4,1,0.05,28066471,1,0
15591,W Amsterdam,Manhattan,40.82302,-73.94477,Private room,500,1,0,,51093380,1,1
33310,NH City Centre Amsterdam,Manhattan,40.78343,-73.9823,Entire home/apt,265,2,5,0.49,3274004,1,0
12418,The Stafford London,Manhattan,40.76515,-73.9847,Private room,100,2,18,0.41,49566321,1,1
31566,The Tower A Guoman Hotel,Manhattan,40.77883,-73.95528,Shared room,199,3,10,0.7,75302217,2,1
2208,Ramada Apollo Amsterdam Centre,Brooklyn,40.65743,-73.96155,Private room,125,2,38,0.61,5682003,1,0
25521,Amsterdam Marriott Hotel,Brooklyn,40.68861,-73.95214,Entire home/apt,50,5,22,1,71850281,1,0
35564,Park Hotel,Brooklyn,40.68183,-73.95046,Entire home/apt,99,2,3,0.32,75937385,1,0
23208,NH Amsterdam Centre,Manhattan,40.75023,-73.97664,Private room,195,30,1,0.05,120762452,50,1
40826,DO CO Hotel Vienna,Manhattan,40.73386,-74.00038,Entire home/apt,215,2,2,1.03,223075114,1,0
8929,Hotel Am Stephansplatz,Manhattan,40.8395,-73.9447,Shared room,145,3,1,0.02,33605216,1,0
47941,The Savoy,Manhattan,40.84288,-73.94201,Entire home/apt,54,1,0,,269078124,3,0
39340,The May Fair Hotel,Brooklyn,40.68736,-73.9564,Shared room,160,1,9,1.39,541486,2,0
22650,Best Western Hotel Pension Arenberg Wien Zentrum,Queens,40.70036,-73.90238,Entire home/apt,79,9,11,0.48,27670418,1,0
47494,Hotel Stefanie,Brooklyn,40.69328,-73.92085,Shared room,55,2,0,,238908845,1,0
7753,Hotel City Central,Brooklyn,40.62345,-73.93001,Shared room,89,1,68,1.31,28722667,3,1
44209,Amba Hotel Charing Cross,Manhattan,40.80383,-73.96724,Entire home/apt,59,3,4,2.61,90332306,1,0
29648,Hotel Das Tigra,Queens,40.66745,-73.78156,Private room,130,1,4,0.27,167995009,1,1
38557,Holiday Inn London Brent Cross,Brooklyn,40.65882,-73.92947,Private room,200,31,0,,226406882,3,1
48739,Bermondsey Square Hotel A Bespoke Hotel,Manhattan,40.72146,-73.98279,Shared room,100,1,0,,48685332,1,0
33661,Courtyard by Marriott Vienna Prater Messe,Manhattan,40.85116,-73.93457,Entire home/apt,90,3,7,0.64,17926275,1,0
1229,NH Barcelona Stadium,Brooklyn,40.73067,-73.955,Private room,200,7,20,0.24,787204,1,1
2444,Imperial Riding School Renaissance Vienna Hotel,Manhattan,40.74389,-73.99159,Private room,135,1,17,0.25,5962196,1,1
26747,Aparthotel Adagio Vienna City,Manhattan,40.77179,-73.95585,Shared room,125,5,48,2.3,11005274,1,0
39860,Mercure Barcelona Condor,Brooklyn,40.69078,-73.90504,Private room,32,30,0,,10994664,8,1
24852,H10 Cubik 4 Sup,Manhattan,40.76394,-73.97825,Private room,350,1,1,0.05,4335080,2,1
47734,Sunotel Club Central,Queens,40.7668,-73.91917,Entire home/apt,79,4,0,,45232769,3,0
31073,Conservatorium Hotel,Manhattan,40.71396,-73.99771,Entire home/apt,148,2,3,0.21,162290659,1,0
5333,NH Amsterdam Zuid,Manhattan,40.76236,-73.96642,Private room,130,30,2,0.04,1475015,52,1
42891,Hotel Tocq,Manhattan,40.76446,-73.98123,Shared room,95,3,1,1,747681,1,0
46633,The Square Milano Duomo,Queens,40.68158,-73.7755,Private room,75,1,0,,69700229,3,1
4387,Mandarin Oriental Milan,Brooklyn,40.68975,-73.96724,Shared room,179,1,8,0.13,1177497,11,1
29494,Art Hotel Navigli,Manhattan,40.86958,-73.9172,Private room,225,4,9,0.65,158563237,1,1
34053,Hotel Balmoral,Brooklyn,40.71185,-73.96292,Private room,95,2,41,3.5,121771546,2,1
41947,Brunelleschi Hotel,Brooklyn,40.73635,-73.95705,Entire home/apt,89,2,3,0.9,244804004,2,0
27822,Camperio House Suites Apartments,Brooklyn,40.69001,-73.95136,Private room,80,3,2,0.11,157558461,3,0
37737,TownHouse 33,Manhattan,40.79481,-73.96437,Entire home/apt,84,6,3,0.37,96647029,1,0
27079,Hotel Capitol Milano,Manhattan,40.72269,-73.99102,Entire home/apt,175,2,16,0.77,6388732,1,0
2182,Hotel Clerici,Brooklyn,40.68771,-73.96186,Entire home/apt,235,6,5,0.07,5596242,1,0
39749,UNA Hotel Cusani,Queens,40.76381,-73.93477,Shared room,45,3,2,0.38,145662625,1,0
39900,Hotel Pierre Milano,Brooklyn,40.69255,-73.93915,Private room,45,1,6,0.97,53243644,2,0
40628,MiHotel,Brooklyn,40.683,-73.92346,Shared room,149,7,0,,15185649,2,0
23772,Hotel Milano Scala,Queens,40.7061,-73.9115,Entire home/apt,27,30,4,0.18,134293540,4,0
2435,IH Hotels Milano Gioia,Manhattan,40.82393,-73.95308,Private room,95,7,2,0.03,6632440,2,1
44699,Style Hotel,Brooklyn,40.67152,-73.98991,Entire home/apt,180,10,3,2.09,68869481,1,0
10531,Andreola Central Hotel,Manhattan,40.7055,-74.00812,Shared room,189,30,4,0.11,30283594,121,1
40833,Hotel Bristol,Queens,40.76117,-73.93127,Entire home/apt,70,2,11,2.29,47114213,1,0
36326,Admiral Hotel,Brooklyn,40.63979,-73.90378,Shared room,55,1,9,0.95,205131610,3,1
28372,UNA Hotel Century,Manhattan,40.78623,-73.98146,Private room,110,2,33,1.74,46972551,1,0
31085,Hotel Marconi,Bronx,40.86286,-73.9024,Private room,35,2,24,1.56,181711840,2,1
10819,Hotel Cavour,Brooklyn,40.69902,-73.93102,Shared room,50,1,5,0.11,12720552,5,1
33247,Best Western Plus Hotel Felice Casati,Queens,40.76433,-73.92192,Shared room,110,2,2,0.16,7132948,1,0
38850,Nu Hotel,Brooklyn,40.68583,-73.90985,Private room,55,1,10,1.36,40305031,2,1
35364,Hotel Magna Pars Small Luxury Hotels of the World,Brooklyn,40.65943,-73.91939,Entire home/apt,110,2,45,5.27,211893857,1,0
46409,Mercure Milano Regency,Queens,40.65902,-73.73783,Private room,70,1,0,,138782186,2,1
19430,Hotel Auriga,Manhattan,40.76045,-73.99929,Private room,748,30,1,0.08,95459395,18,1
35576,Hotel Portello Gruppo Minihotel,Manhattan,40.8238,-73.94794,Entire home/apt,145,2,5,0.57,17893196,1,0
39415,Idea Hotel Milano San Siro,Queens,40.75382,-73.87508,Private room,62,1,2,0.32,30377766,2,1
33807,Windsor Hotel Milano,Brooklyn,40.67856,-74.01584,Entire home/apt,100,3,17,1.42,135739716,1,0
11045,Four Points Sheraton Milan Center,Brooklyn,40.68347,-73.97971,Entire home/apt,72,1,201,4.45,44924546,4,0
37995,Four Seasons Hotel Milano,Brooklyn,40.68155,-73.98947,Private room,79,30,0,,225618164,3,1
40951,IH Hotels Milano Watt 13,Manhattan,40.85548,-73.93741,Shared room,89,7,0,,7700456,1,0
15199,LaGare Hotel Milano Centrale MGallery by Sofitel,Queens,40.70009,-73.90505,Entire home/apt,40,1,48,1.24,22117154,1,0
34902,Barcel Milan,Manhattan,40.7309,-73.98671,Entire home/apt,330,2,8,0.74,18763685,1,0
42265,UNA Hotel Scandinavia,Bronx,40.88542,-73.86169,Entire home/apt,140,2,3,0.97,246806787,1,1
5261,Acca Palace,Manhattan,40.75882,-73.99168,Entire home/apt,99,1,147,2.84,16677444,1,0
42800,Sina De La Ville,Brooklyn,40.70406,-73.95763,Entire home/apt,70,2,5,1.63,45470760,1,0
30897,UNA Hotel Mediterraneo,Brooklyn,40.68994,-73.95783,Private room,50,3,5,0.32,1903663,2,1
26557,Hotel La Spezia Gruppo MiniHotel,Queens,40.76982,-73.90254,Private room,150,2,18,0.86,5760970,2,1
10400,Exe Laietana Palace,Manhattan,40.72672,-73.97965,Entire home/apt,400,1,15,0.34,4352069,2,0
4226,Grand Hotel Central,Bronx,40.86705,-73.88545,Private room,55,7,10,0.16,14176488,1,1
280,Ilunion Almirante,Manhattan,40.82888,-73.94307,Private room,75,3,20,0.26,321756,1,1
42128,Ohla Barcelona,Manhattan,40.76077,-74.0002,Private room,302,30,0,,30283594,121,1
3063,Barcelona Hotel Colonial,Manhattan,40.73246,-74.00215,Entire home/apt,199,10,4,0.06,9473928,1,0
35839,NH Milano Machiavelli,Manhattan,40.7557,-73.99337,Shared room,230,2,6,0.64,2757243,1,0
11404,Hotel Sanpi Milano,Manhattan,40.80519,-73.94974,Private room,170,4,28,0.82,9933134,1,1
15345,Best Western Hotel Ascot,Brooklyn,40.6403,-73.94959,Private room,150,3,11,0.28,30826804,1,1
36651,Ca Bianca Hotel Corte Del Naviglio,Brooklyn,40.69272,-73.92067,Private room,155,1,1,0.11,219548549,2,1
36377,IH Hotels Milano Lorenteggio,Brooklyn,40.69712,-73.98401,Shared room,285,1,1,0.16,6531164,1,0
36624,Hilton Garden Inn Milan North,Queens,40.75491,-73.88313,Shared room,49,2,10,1.15,219465297,1,0
48130,DoubleTree By Hilton Milan,Queens,40.76393,-73.80895,Entire home/apt,42,1,0,,255641440,7,0
10686,Hilton Milan,Brooklyn,40.68971,-73.96695,Shared room,199,1,20,0.45,1177497,11,1
40923,Hotel Wagner,Manhattan,40.79118,-73.97091,Shared room,110,30,1,0.59,8849869,1,0
2622,Hotel Boutique Duomo,Brooklyn,40.71668,-73.94083,Private room,55,28,0,,5386695,1,1
18496,Hotel Manin,Brooklyn,40.68355,-73.95702,Private room,200,5,21,0.6,39143718,2,1
34948,Grand Hotel et de Milan,Brooklyn,40.6448,-73.99524,Shared room,120,2,5,0.52,209147067,1,0
38486,Armani Hotel Milano,Manhattan,40.81486,-73.93941,Shared room,70,1,1,1,1705112,1,0
42587,Meli Milano,Manhattan,40.76156,-73.98749,Entire home/apt,160,3,8,2.58,248788151,1,0
29532,Hotel Mediolanum,Brooklyn,40.71082,-73.95729,Entire home/apt,70,2,11,0.67,22130449,1,0
28107,UNA Maison Milano,Manhattan,40.75008,-73.97752,Private room,150,30,2,0.3,120762452,50,1
11193,Novotel Milano Linate Aeroporto,Brooklyn,40.67255,-73.94914,Private room,50,500,10,0.22,8996336,1,1
22011,Hotel Carrobbio,Queens,40.6809,-73.78196,Private room,50,1,173,6.15,119592255,2,1
47534,NH Milano Grand Hotel Verdi,Brooklyn,40.68019,-73.98408,Private room,160,1,1,1,33213436,8,1
29877,Crowne Plaza Milan City,Brooklyn,40.71691,-73.96302,Entire home/apt,200,3,19,1.1,170574337,1,0
26185,Leonardo Hotel Milan City Center,Manhattan,40.7487,-73.97479,Private room,120,1,47,2.2,34506361,2,1
36581,Petit Palais Hotel De Charme,Brooklyn,40.65454,-73.91885,Private room,90,7,1,0.79,94214493,9,1
27702,Mokinba Hotels Montebianco,Manhattan,40.72566,-74.00075,Private room,187,2,7,0.64,6792247,1,0
30712,Hotel Mentana,Manhattan,40.70659,-74.00426,Private room,210,29,0,,12243051,96,1
4944,Atahotel Contessa Jolanda,Queens,40.73334,-73.85433,Private room,150,1,0,,17845064,1,1
48747,Hotel Berna,Queens,40.75432,-73.93521,Private room,375,2,0,,53602261,1,1
46423,Best Western Atlantic Hotel,Manhattan,40.8127,-73.96163,Private room,100,1,1,0.81,59268420,1,1
7797,LHP Hotel Napoleon,Brooklyn,40.68963,-73.96713,Shared room,259,1,94,1.85,1177497,11,1
19336,Ibis Styles Milano Palmanova,Brooklyn,40.60985,-73.95927,Entire home/apt,39,3,18,0.54,98726662,3,0
1541,Mokinba Hotels Baviera,Manhattan,40.86737,-73.91877,Entire home/apt,55,2,79,0.96,3577848,1,0
24843,Hotel Vittoria,Manhattan,40.7593,-73.95967,Private room,246,1,10,0.42,24041479,1,1
15206,Starhotels Business Palace,Manhattan,40.80237,-73.9437,Private room,250,1,0,,167796,1,1
9740,Hotel Mercure Milano Solari,Manhattan,40.70862,-74.01408,Shared room,169,30,3,0.09,30283594,121,1
28258,ADI Hotel Poliziano Fiera,Brooklyn,40.69407,-73.94275,Private room,196,5,4,0.22,33978706,1,0
22515,Bulgari Hotel Milano,Brooklyn,40.7016,-73.92103,Entire home/apt,85,3,8,0.3,2208374,2,0
31205,Best Western Madison Hotel,Queens,40.7613,-73.92864,Private room,60,7,1,0.07,139946116,1,1
42961,The Hub Hotel,Queens,40.70103,-73.90613,Private room,47,30,0,,244171850,10,1
42906,Hotel Silver,Manhattan,40.78687,-73.97428,Shared room,175,2,1,0.68,217803139,1,0
19393,Colombia,Queens,40.70811,-73.74103,Private room,125,30,0,,99346083,1,1
8048,Antares Hotel Rubens,Manhattan,40.81422,-73.95199,Entire home/apt,75,2,129,3.01,9671470,2,0
11148,STRAF a Member of Design Hotels ,Manhattan,40.78709,-73.97755,Entire home/apt,220,3,7,0.16,33200173,2,0
7123,Sina The Gray,Manhattan,40.82415,-73.94113,Private room,100,2,0,,18388649,1,1
43356,Antica Locanda Dei Mercanti,Brooklyn,40.71255,-73.93922,Entire home/apt,100,3,3,1.23,84732743,1,0
37429,Palazzo Segreti,Manhattan,40.76072,-73.98993,Entire home/apt,150,4,3,0.44,5224789,1,0
46217,Hotel Santa Marta Suites,Manhattan,40.7172,-73.9889,Shared room,109,4,0,,225608965,1,0
5147,TH Street Duomo,Brooklyn,40.66935,-73.9485,Private room,99,5,27,0.7,6932160,1,1
25609,Uptown Palace,Manhattan,40.79099,-73.945,Private room,400,1,0,,100835599,2,1
45420,Hotel Manzoni,Manhattan,40.77111,-73.99128,Entire home/apt,172,2,5,3.19,3236741,1,0
24220,Senato Hotel Milano,Manhattan,40.74838,-73.98108,Private room,275,2,15,0.65,47988208,1,0
46631,Baglioni Hotel Carlton The Leading Hotels of the World,Manhattan,40.76124,-73.99611,Private room,450,2,0,,206451695,3,1
42253,Hotel Da Vinci,Manhattan,40.7889,-73.94925,Entire home/apt,130,2,6,1.82,29602688,1,0
6333,TownHouse Duomo,Staten Island,40.64571,-74.07835,Private room,1000,1,0,,22506665,1,1
152,TownHouse Galleria,Brooklyn,40.71536,-73.96057,Entire home/apt,125,3,155,1.61,142684,1,0
36323,Hotel Spadari Al Duomo,Queens,40.74035,-73.87617,Entire home/apt,29,29,1,1,204704622,7,0
8457,Starhotels Ritz,Queens,40.74525,-73.87627,Private room,85,2,188,3.75,33527075,2,0
33297,Ramada Plaza Milano,Brooklyn,40.63743,-73.97229,Private room,67,1,10,0.83,158338077,2,1
36588,NH Milano Touring,Manhattan,40.77708,-73.98791,Entire home/apt,138,3,24,2.69,21339635,1,0
36333,AC Hotel Milano a Marriott Lifestyle Hotel,Bronx,40.8546,-73.83026,Entire home/apt,299,2,1,0.58,191085997,3,0
44032,Hotel Tiziano Park Vita Parcour Gruppo MiniHotels,Manhattan,40.74694,-74.0013,Entire home/apt,100,2,3,3,256710914,1,0
46085,Park Hyatt Milano,Queens,40.6944,-73.83192,Shared room,75,1,5,4.05,214738765,3,1
21570,Nhow Milan,Brooklyn,40.69343,-73.99611,Entire home/apt,100,4,3,0.2,5130754,1,0
43061,Holiday Inn Milan Garibaldi Station,Brooklyn,40.72069,-73.95829,Entire home/apt,295,2,9,2.9,194856554,1,0
29765,Milan Suite Hotel,Brooklyn,40.65681,-73.95931,Shared room,73,31,4,0.31,126407919,1,0
42275,Klima Hotel Milano Fiere,Queens,40.75747,-73.80868,Private room,450,4,0,,246851284,1,1
7644,Radisson Blu Hotel Milan,Manhattan,40.82003,-73.95745,Private room,350,1,4,0.08,1632428,2,1
26589,Milan Marriott Hotel,Brooklyn,40.69075,-73.9677,Private room,319,1,52,2.48,1177497,11,1
15941,ADI Doria Grand Hotel,Manhattan,40.74472,-73.99266,Shared room,280,30,3,0.1,22541573,87,1
1997,Starhotels Echo,Brooklyn,40.65514,-73.95956,Entire home/apt,60,1,109,1.52,3549531,1,0
34066,Bianca Maria Palace Hotel,Brooklyn,40.71784,-73.95611,Shared room,225,4,1,0.16,56740664,1,0
46658,Hotel D Este,Manhattan,40.76527,-73.98139,Shared room,299,3,0,,96019,1,0
45849,Hotel Liberty,Queens,40.74479,-73.91193,Shared room,108,2,2,2,254119216,1,0
48271,Best Western Hotel Mirage,Manhattan,40.85488,-73.93194,Shared room,125,2,0,,219573002,1,0
3786,Hotel Raffaello,Manhattan,40.78498,-73.97284,Private room,350,1,7,0.14,11630571,1,1
40973,Antares Hotel Accademia,Manhattan,40.79971,-73.96075,Private room,60,30,0,,238321374,32,1
20506,Starhotels Tourist,Brooklyn,40.69601,-73.97114,Entire home/apt,220,6,7,0.23,106899231,2,0
9150,Grand Visconti Palace,Brooklyn,40.67627,-73.94775,Entire home/apt,95,4,5,0.1,6968630,1,0
3109,Best Western Hotel Major,Brooklyn,40.68897,-73.98765,Private room,89,90,47,0.73,9637768,1,1
47021,Hotel Lombardia,Brooklyn,40.64225,-73.96425,Shared room,89,2,1,1,11397354,1,0
39242,NH Milano Palazzo Moscova,Manhattan,40.79519,-73.94543,Shared room,135,2,2,1.67,24594462,2,0
13253,Best Western Antares Hotel Concorde,Manhattan,40.73105,-74.00464,Private room,500,7,0,,2974643,1,1
2124,Atahotel Linea Uno,Manhattan,40.72792,-73.98507,Entire home/apt,91,5,395,5.16,2267153,2,0
864,Best Western Hotel Astoria,Manhattan,40.79044,-73.97513,Private room,99,3,14,0.22,1586945,1,1
1305,Sheraton Diana Majestic,Brooklyn,40.70202,-73.92402,Private room,115,370,6,0.09,2798644,1,1
38727,Hotel degli Arcimboldi,Manhattan,40.73897,-73.99637,Entire home/apt,280,30,0,,107434423,232,0
30409,Novotel Milano Nord Ca Granda,Queens,40.74457,-73.92307,Entire home/apt,50,1,25,1.56,174511839,1,0
47203,Best Western Hotel St George,Queens,40.74833,-73.90827,Private room,90,2,1,1,266792224,1,1
4376,NH Carlton Amsterdam,Brooklyn,40.69127,-73.96563,Shared room,4500,1,5,0.09,1177497,11,1
40191,Albus Hotel Amsterdam City Centre,Queens,40.73457,-73.87211,Private room,65,2,1,0.16,129124146,3,1
25989,Hotel Vilamar ,Manhattan,40.75161,-73.97017,Private room,175,30,0,,76104209,33,1
28003,Vilana Hotel,Manhattan,40.7548,-73.9965,Entire home/apt,170,3,26,1.4,10979123,1,0
41762,Acevi Villarroel,Manhattan,40.8647,-73.92353,Shared room,29,30,0,,19303369,37,0
19979,Hotel Arkadenhof,Manhattan,40.75372,-73.99332,Private room,99,1,8,0.26,15679125,1,1
34075,Hotel Vondel Amsterdam,Brooklyn,40.69482,-73.91096,Private room,60,1,0,,167459000,1,0
27660,Hotel Pension Baron am Schottentor,Brooklyn,40.66112,-73.9539,Entire home/apt,110,12,2,0.17,35387196,4,0
19653,Hotel Atlanta,Manhattan,40.75365,-73.97151,Shared room,369,3,8,0.25,96098402,12,1
17141,Park Inn by Radisson Uno City Vienna,Manhattan,40.7751,-73.98148,Shared room,300,2,15,0.41,1651250,2,0
27877,NH Danube City,Queens,40.77853,-73.90934,Entire home/apt,95,3,8,0.67,41813694,1,0
28852,Strandhotel Alte Donau,Manhattan,40.72712,-73.98233,Entire home/apt,115,2,14,1.21,108774275,1,0
26753,ARCOTEL Kaiserwasser Superior,Queens,40.70319,-73.8141,Private room,135,1,2,0.09,134184451,18,1
5385,Mercure Hotel Raphael Wien,Manhattan,40.7094,-74.00278,Private room,139,365,13,0.23,20133610,1,1
34862,Arthotel ANA Boutique Six,Brooklyn,40.68175,-73.93966,Entire home/apt,175,4,6,0.58,13462855,2,0
47971,Austria Trend Hotel Anatol Wien,Brooklyn,40.70757,-73.94247,Shared room,49,5,0,,1639684,1,0
23022,Hotel Kaiserin Elisabeth,Manhattan,40.77481,-73.95641,Entire home/apt,123,3,32,1.22,33786241,1,0
31366,Boutique Hotel Notting Hill,Brooklyn,40.73081,-73.95184,Entire home/apt,100,2,3,0.2,8409547,1,0
26151,Crowne Plaza London Ealing,Manhattan,40.74814,-73.97554,Private room,175,30,1,0.09,120762452,50,1
13658,Good Hotel London,Manhattan,40.75686,-73.96723,Shared room,230,180,0,,4227531,1,1
25604,Park Plaza Westminster Bridge London,Brooklyn,40.69349,-73.91173,Private room,34,30,2,0.11,146345538,5,1
35843,Hotel du Vin Cannizaro House Wimbledon,Brooklyn,40.70807,-73.95681,Entire home/apt,145,4,5,0.53,29452152,1,0
11309,Amsterdam Canal Residence,Brooklyn,40.67778,-73.9952,Shared room,250,1,50,1.46,40611169,5,1
38223,Thistle Trafalgar Square The Royal Trafalgar,Manhattan,40.73652,-73.98618,Private room,3000,1,1,0.15,101080203,1,1
44355,Corinthia Hotel London,Brooklyn,40.7134,-73.96306,Shared room,85,4,3,2.2,95381568,1,0
12886,The Student Hotel Amsterdam City,Manhattan,40.80761,-73.95841,Entire home/apt,125,6,5,0.16,24554945,1,0
46071,Hotel Prinz Eugen,Brooklyn,40.66701,-73.93861,Shared room,88,10,0,,945144,1,0
